"Edit","Expert ID","Department","Title","Year","Pub.Date","Author(s)","Journal","Volume","Pages","Issue","DOI","EID","Publication Type","Scopus Indexed","WOS Indexed","UGC CARE - B","Crossref Citation","Scopus Citation","Access"
"473657","94389","Department of Science and Humanities","AFM and photoluminescence studies of swift heavy ion induced nanostructured aluminum oxide thin films","2008","2008-04-01","Nagabhushana, K. R.;Lakshminarasappa, B. N.;Narasimha Rao, K.;Singh, Fouran;Sulania, Indra","Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms","266","1049-1054","7","10.1016/j.nimb.2007.12.115","2-s2.0-43049156400","Article","Y","N","N","14","15","4"
"473659","238935","Department of Science and Humanities","Ion beam induced modifications in electron beam evaporated aluminum oxide thin films","2008","2008-04-01","Nagabhushana K.;Lakshminarasappa B.;Pandurangappa C.;Sulania I.;Kulria P.;Singh F.","Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms","266","1475-1479","8","10.1016/j.nimb.2008.01.036","2-s2.0-43049165902","Article","Y","N","N","7","9","4"
"545489","409432","Department of Mechanical Engineering","Preface","2015","2015-08-01","Singh S.;Srivastava K.","Handbook of Research on Uncovering New Methods for Ecosystem Management Through Bioremediation","","xxii-xxviii","","10.4018/978-1-4666-8682-3","2-s2.0-85032532154","Editorial","Y","N","N","1","1","4"
"558539","486650","","श्रीपाद कृष्ण कोल्हटकर यांचे टीकाविचार ","2018","0000-00-00","डॉ. अशोक शिंदे","सक्षम समीक्षा ","जानेवारी  ते मार्च २०१८ ","६२ ","","--","","article","N","N","N","","",""
"598769","162098","Department of Biotechnology","Ethyl 5-bromo-3-ethoxycarbonylamino-1-benzofuran-2-carboxylate","2013","2013-03-15","Karunakar P.;Krishnamurthy V.;Girija C.;Krishna V.;Vaidya V.;Yamuna A.","Acta Crystallographica Section E Structure Reports Online","69","","3","","2-s2.0-84874840732","Article","Y","N","N","2","1","1"
"598775","162098","Department of Biotechnology","Crystal structure and molecular docking analysis of difurfurylidene succinic acid with cyclooxygenases","2013","0000-00-00","Karunakar P.;Krishnamurthy V.;Girija C.;Krishna V.","International Journal of Pharma and Bio Sciences","4","","3","","2-s2.0-84881302782","Article","Y","N","N","0","0","0"
"599713","162098","Department of Biotechnology","Synthesis, characterisation, docking analysis and biological evaluation of α,α′-bis(p-dimethylaminobenzylidene)-γ- methylcyclohexanone","2013","0000-00-00","Shalini S.;Girija C.R.;Karunakar P.;Jotani M.M.;Venugopala K.N.;Venkatesha T.V.","Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry","52","282-288","2","","2-s2.0-84874911480","Article","Y","N","N","0","0","0"
"621381","162233","Department of Science and Humanities","Frequency-dependent conductivity and dielectric permittivity of polyaniline/TiO2 composites","2008","2008-07-28","Manjunath S.;Anilkumar K.;Revanasiddappa M.;Ambika Prasad M.","Ferroelectrics, Letters Section","35","36-46","1-2","10.1080/07315170801992435","2-s2.0-47749148084","Article","Y","N","N","17","17","4"
"633705","163378","Department of Mechanical Engineering","Estimation of Circularity, Cylindricity and Surface Roughness in Drilling Al-Si3N4 Metal Matrix Composites Using Artificial Neural Network","2014","0000-00-00","B. M. Umesh Gowda and H. V. Ravindra and Ullas M. and G. V. Naveen Prakash and Ugrasen G.","Procedia Materials Science Volume 6, 2014, Pages 1780-1787","6","1780--1787","","","","article","N","N","N","","",""
"637213","163407","Department of Electronics and Communication Engineering","Real time acoustic source localization of emergency signals","2015","2015-01-06","Mandewalkar G.U.;Kulkarni S.S.;Veena S.;Lokesha H.","2014 International Conference on Advances in Electronics, Computers and Communications, ICAECC 2014","","","","10.1109/ICAECC.2014.7002399","2-s2.0-84956761898","Conference Paper","Y","N","N","2","3","4"
"677121","130294","Department of Computer Science Engineering","Model Visualization in understanding rapid growth of a journal in an emerging area","2018","0000-00-00","Saha, Snehanshu; Sarkar, Poulami; Mathur, Archana; Basak, Suryoday; ","Journal of Scientometric Research","7","48--53","","","","article","N","N","N","","",""
"677133","230261","Department of Computer Science Engineering","Predicting the direction of stock market prices using tree-based classifiers","2019","2019-01-01","Basak S.;Kar S.;Saha S.;Khaidem L.;Dey S.R.","North American Journal of Economics and Finance","47","552-567","","10.1016/j.najef.2018.06.013","2-s2.0-85049480813","Article","Y","Y","N","174","168","4"
"677135","230261","Department of Computer Science Engineering","Computing the prestige of a journal: A revised multiple linear regression approach","2015","2015-08-10","Jangid N.;Saha S.;Mathur A.;Narasimhamurthy A.","ACM International Conference Proceeding Series","10-13-August-2015","1-4","","10.1145/2791405.2791407","2-s2.0-84960961575","Conference Paper","Y","N","N","4","1","4"
"677137","230261","Department of Computer Science Engineering","Theoretical validation of potential habitability via analytical and boosted tree methods: An optimistic study on recently discovered exoplanets","2018","2018-04-01","Saha S.;Basak S.;Safonova M.;Bora K.;Agrawal S.;Sarkar P.;Murthy J.","Astronomy and Computing","23","141-150","","10.1016/j.ascom.2018.03.003","2-s2.0-85046697002","Article","Y","Y","N","21","24","2"
"677139","88931","Department of Computer Science Engineering","Extending and Improvising Service Discovery in MANET-relevant work and future proposal","2013","0000-00-00","Sinha, Sumana; Saha, Snehanshu; ","","","","","","","","N","N","N","","",""
"677143","230261","Department of Computer Science Engineering","EEG based brain computer interface for speech communication: Principles and applications","2015","2015-01-01","Mohanchandra K.;Saha S.;Lingaraju G.","Intelligent Systems Reference Library","74","273-293","","10.1007/978-3-319-10978-7_10","2-s2.0-84921444376","Article","Y","N","N","13","18","4"
"677161","230261","Department of Computer Science Engineering","Twofold classification of motor imagery using common spatial pattern","2014","2014-01-23","Mohanchandra K.;Saha S.;Deshmukh R.","Proceedings of 2014 International Conference on Contemporary Computing and Informatics, IC3I 2014","","434-439","","10.1109/IC3I.2014.7019636","2-s2.0-84949922221","Conference Paper","Y","N","N","6","4","4"
"677163","230261","Department of Computer Science Engineering","A novel revenue optimization model to address the operation and maintenance cost of a data center","2016","2016-01-01","Saha S.;Sarkar J.;Dwivedi A.;Dwivedi N.;Narasimhamurthy A.M.;Roy R.","Journal of Cloud Computing","5","","1","10.1186/s13677-015-0050-8","2-s2.0-85007162691","Article","Y","N","N","41","41","1"
"677167","230261","Department of Computer Science Engineering","COR-HR: An efficient hybrid routing approach using coefficient of restitution in MANET","2019","2019-01-04","Sinha S.;Saha S.;Mishra S.","ACM International Conference Proceeding Series","","455-459","","10.1145/3288599.3295579","2-s2.0-85060911909","Conference Paper","Y","N","N","0","1","4"
"677169","230261","Department of Computer Science Engineering","Machine learning in astronomy: A case study in quasar-star classification","2019","2019-01-01","Viquar M.;Basak S.;Dasgupta A.;Agrawal S.;Saha S.","Advances in Intelligent Systems and Computing","814","827-836","","10.1007/978-981-13-1501-5_72","2-s2.0-85053558842","Conference Paper","Y","N","N","5","3","2"
"677183","358871","Department of Computer Science Engineering","Genealogy tree: understanding academic lineage of authors via algorithmic and visual analysis","2018","0000-00-00","Anil, Sandra; Kurian, Abu; Dey, Sudeepa Roy; Saha, Snehanshu; Sinha, Ankit; ","Journal of Scientometric Research, 2018, 7, 2, 120-124.","","","","10.5530/jscires.7.2.18","","article","N","N","N","3","0","4"
"677187","230261","Department of Computer Science Engineering","Early Prediction of LBW Cases via Minimum Error Rate Classifier: A Statistical Machine Learning Approach","2017","2017-06-12","Yarlapati A.R.;Roy Dey S.;Saha S.","2017 IEEE International Conference on Smart Computing, SMARTCOMP 2017","","","","10.1109/SMARTCOMP.2017.7947002","2-s2.0-85022330166","Conference Paper","Y","N","N","10","12","4"
"677191","230261","Department of Computer Science Engineering","ScientoBASE: a framework and model for computing scholastic indicators of non-local influence of journals via native data acquisition algorithms","2016","2016-09-01","Ginde G.;Saha S.;Mathur A.;Venkatagiri S.;Vadakkepat S.;Narasimhamurthy A.;Daya Sagar B.S.","Scientometrics","108","1479-1529","3","10.1007/s11192-016-2006-2","2-s2.0-84982313668","Article","Y","Y","N","8","14","2"
"677193","230261","Department of Computer Science Engineering","Baseball hand tracking from monocular video","2013","2013-01-01","Venkateshan K.;Shekar A.;Saha S.","Proceedings of the 2013 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2013","","953-961","","10.1109/ICACCI.2013.6637305","2-s2.0-84891946619","Conference Paper","Y","N","N","0","1","4"
"677195","230261","Department of Computer Science Engineering","Teaching advanced algebra to engineering majors: Dealing with the classroom challenges","2015","2015-08-10","Saha S.;Agarwal B.;Mehta P.","ACM International Conference Proceeding Series","10-13-August-2015","155-162","","10.1145/2791405.2791461","2-s2.0-84960961373","Conference Paper","Y","N","N","0","1","4"
"677201","162231","Department of Computer Science Engineering","Handbook of Research on Applied Cybernetics and Systems Science","2017","0000-00-00","Saha, Snehanshu; Mandal, Abhyuday; Narasimhamurthy, Anand; Sangam, Shivappa; ","Handbook of Research on Applied Cybernetics and Systems Science","","","","","","book","N","N","N","","",""
"677203","162231","Department of Computer Science Engineering","Coefficient of restitution based cross layer interference aware routing protocol in Wireless Mesh Networks","2015","2015-01-01","Sarasvathi V.;Saha S.;Iyengar N.;Koti M.","International Journal of Communication Networks and Information Security","7","177-186","3","","2-s2.0-84953267014","Article","Y","N","N","0","9","0"
"677205","230261","Department of Computer Science Engineering","Estimating the number of Prime numbers less than a given positive integer by a novel quadrature method: A study of Accuracy and Convergence.","2014","2014-11-26","Mushtaque Ahamed A.;Saha S.","Proceedings of the 2014 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2014","","415-421","","10.1109/ICACCI.2014.6968487","2-s2.0-84927603348","Conference Paper","Y","N","N","1","2","4"
"677207","230261","Department of Computer Science Engineering","CD-HPF: New habitability score via data analytic modeling","2016","2016-10-01","Bora K.;Saha S.;Agrawal S.;Safonova M.;Routh S.;Narasimhamurthy A.","Astronomy and Computing","17","129-143","","10.1016/j.ascom.2016.08.001","2-s2.0-84987974347","Article","Y","Y","N","25","33","2"
"677209","230261","Department of Computer Science Engineering","Machine learning methods as a test bed for EEG analysis in BCI paradigms","2020","2020-03-06","Mohanchandra K.;Saha S.","Cognitive Analytics: Concepts, Methodologies, Tools, and Applications","","1577-1597","","10.4018/978-1-7998-2460-2.ch081","2-s2.0-85138322170","Book Chapter","Y","N","N","0","0","4"
"677213","230261","Department of Computer Science Engineering","Amoebiasis transmission and life cycle: A continuous state description by virtue of existence and uniqueness","2016","2016-01-01","Hategekimana F.;Saha S.;Chaturvedi A.","Global Journal of Pure and Applied Mathematics","12","375-390","1","","2-s2.0-84961154429","Article","Y","N","N","0","4","0"
"677215","130294","Department of Computer Science Engineering","Mining massive databases for computation of scholastic indices: Model and quantify internationality and influence diffusion of peer-reviewed journals","2015","0000-00-00","Ginde, Gouri; Saha, Snehanshu; Balasubramaniam, Chitra; Harsha, RS; Mathur, A; Dayasagar, BS; Anand, MN; ","Proceedings of the fourth national conference of Institute of Scientometrics, SIoT","","","1-26","","","conference proceedings","N","N","N","","",""
"677217","230261","Department of Computer Science Engineering","Thought co-relation: A quantitative approach to classify EEG data for predictive analysis","2018","2018-01-01","Maiti A.;Veeradhi H.;Saha S.","Advances in Intelligent Systems and Computing","564","127-136","","10.1007/978-981-10-6875-1_13","2-s2.0-85042364805","Conference Paper","Y","N","N","0","0","4"
"677219","230261","Department of Computer Science Engineering","An enhancement to CloudSim via distributed data storage","2014","2014-11-26","Roopa T.P.;Agrawal S.;Saha S.","Proceedings of the 2014 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2014","","2316-2322","","10.1109/ICACCI.2014.6968546","2-s2.0-84927663714","Conference Paper","Y","N","N","0","0","4"
"677225","230261","Department of Computer Science Engineering","SES-RREF: The machine learning approach to credible metrics of scholastic evidence via recursive referencing","2019","2019-08-01","Mathur A.;Saha S.;Kar S.;Ginde G.;Sinha A.","Journal of Scientometric Research","8","44-73","2","10.5530/jscires.8.2.24","2-s2.0-85091193705","Article","Y","N","N","0","0","4"
"677227","230261","Department of Computer Science Engineering","An analytical model of prominence dynamics","2018","2018-01-15","Routh S.;Saha S.;Bhat A.;Sundar M.N.","Advances in Space Research","61","715-719","2","10.1016/j.asr.2017.10.035","2-s2.0-85034778961","Article","Y","Y","N","0","0","2"
"677233","230261","Department of Computer Science Engineering","A novel approach to big data veracity using crowdsourcing techniques and Bayesian predictors","2016","2016-10-21","Agarwal B.;Ravikumar A.;Saha S.","ACM International Conference Proceeding Series","21-23-October-2016","153-160","","10.1145/2998476.2998498","2-s2.0-84996525799","Conference Paper","Y","N","N","2","3","4"
"677235","230261","Department of Computer Science Engineering","Evidence of chaos in EEG signals: An application to BCI","2016","2016-04-01","Mohanchandra K.;Saha S.;Murthy K.S.","Studies in Fuzziness and Soft Computing","337","609-625","","10.1007/978-3-319-30340-6_25","2-s2.0-84963787518","Book Chapter","Y","N","N","4","5","4"
"677237","230261","Department of Computer Science Engineering","A novel probabilistic strategy for delay corrected allocation in shared resource systems","2017","2017-01-01","Kumar G.A.;Sundaresan A.;Saha S.;Goswami B.;Mishra S.","Cybernetics and Information Technologies","17","83-96","2","10.1515/cait-2017-0018","2-s2.0-85063842752","Article","Y","N","N","0","1","1"
"677239","230261","Department of Computer Science Engineering","Dynamics of Amoebiasis transmission: Stability and sensitivity analysis","2017","2017-11-01","Hategekimana F.;Saha S.;Chaturvedi A.","Mathematics","5","","4","10.3390/math5040058","2-s2.0-85035060532","Article","Y","Y","N","11","10","1"
